Customer ID	Phone Service	Multiple Lines	Internet Service	Online Security	Online Backup	Device Protection Plan	Premium Tech Support	Streaming TV	Streaming Movies	Streaming Music	Unlimited Data	Paperless Billing	Gender	Age	Married	Number of Dependents	City	Number of Referrals	Tenure in Months	Offer	Avg Monthly Long Distance Charges	Internet Type	Avg Monthly GB Download	Contract	Payment Method	Monthly Charge	Total Charges	Total Refunds	Total Extra Data Charges	Total Long Distance Charges	Total Revenue	Customer Status	Churn Category	Churn Reason	ABC Метка	ABC Наименование группы	XYZ Метка	XYZ Наименование группы	RFM Метка	RFM Наименование группы
5317-FLPJF	0	0	1	1	0	1	1	1	1	1	0	1	Female	25	No	0	Altadena	0	66	Offer A		DSL	73	Two Year	Bank Withdrawal	61,35	4193,4	0	130	0	4323,4	Stayed			A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
5318-IXUZF	1	0	1	0	1	0	0	1	0	0	1	1	Female	50	No	0	Redondo Beach	0	2	None	6.2	Fiber Optic	6	Month-to-Month	Bank Withdrawal	87,15	183,75	0	0	12,4	196,15	Churned	Other	Don't know	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5318-YKDPV	1	0	1	1	0	1	1	1	1	1	1	1	Male	62	Yes	0	Raymond	1	43	None	41.08	DSL	18	Two Year	Credit Card	79,15	3566,6	0	0	1766,44	5333,04	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	321	Неактивные клиенты (Lost Customers)
5320-BRKGK	1	1	1	1	0	1	1	1	0	0	1	0	Female	28	Yes	2	Escondido	1	58	Offer B	2.87	DSL	69	Two Year	Credit Card	75,8	4415,75	0	0	166,46	4582,21	Stayed			A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
5321-NTRKC	1	1	1	0	1	1	0	1	1	1	1	0	Male	25	Yes	1	Pebble Beach	8	66	Offer A	35.01	DSL	59	Two Year	Bank Withdrawal	79,85	5234,95	0	0	2310,66	7545,61	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5322-TEUJK	1	1	1	1	1	1	1	1	1	1	1	0	Female	45	Yes	3	Duncans Mills	5	71	None	4.91	Fiber Optic	29	Two Year	Bank Withdrawal	114,6	8100,25	0	0	348,61	8448,86	Stayed			A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
5322-ZSMZY	1	1	0	0	0	0	0	0	0	0	0	0	Male	26	Yes	3	Lower Lake	7	31	None	7.03			Two Year	Credit Card	25,75	755,6	0	0	217,93	973,53	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	323	Неактивные клиенты (Lost Customers)
5324-KTGCG	1	0	0	0	0	0	0	0	0	0	0	0	Male	55	Yes	0	Emeryville	5	71	None	44.82			One Year	Bank Withdrawal	20,85	1539,75	0	0	3182,22	4721,97	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5325-UWTWJ	1	1	1	1	1	0	1	0	0	0	1	1	Male	47	Yes	0	Berkeley	4	31	Offer C	22.42	Fiber Optic	21	Month-to-Month	Credit Card	90,55	2929,75	0	0	695,02	3624,77	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5327-CNLUQ	1	1	1	1	1	1	0	1	0	0	1	1	Male	33	Yes	0	Paynes Creek	1	48	Offer B	6.1	Fiber Optic	18	Two Year	Bank Withdrawal	96,9	4473,45	0	0	292,8	4766,25	Stayed			A	VIP-клиент	X	Стабильный клиент	111	Самые ценные клиенты (Champions)
5327-XOKKY	1	1	1	0	0	1	0	1	1	1	1	1	Male	79	Yes	0	Santa Maria	7	72	Offer A	11.26	Cable	3	Two Year	Credit Card	73,45	5329	0	0	810,72	6139,72	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
5329-KRDTM	1	1	1	0	1	1	1	1	0	0	1	0	Male	73	Yes	0	Long Barn	4	72	Offer A	33.68	DSL	10	Two Year	Credit Card	77,35	5396,25	0	0	2424,96	7821,21	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
5331-RGMTT	1	1	1	0	0	1	0	1	1	0	0	1	Male	67	Yes	0	Point Arena	0	54	None	38.48	Fiber Optic	13	Month-to-Month	Credit Card	99,05	5295,7	0	40	2077,92	7413,62	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
5334-AFQJB	1	1	0	0	0	0	0	0	0	0	0	1	Male	66	No	0	Simi Valley	0	72	Offer A	2.37			Two Year	Credit Card	25,1	1789,9	0	0	170,64	1960,54	Stayed			B	Средний клиент	X	Стабильный клиент	112	Потенциально ценные клиенты (Loyal Customers)
5334-JLAXU	1	1	1	1	1	0	0	0	1	1	1	1	Female	44	Yes	0	French Camp	8	60	Offer B	15.54	Fiber Optic	19	Month-to-Month	Credit Card	94,1	5475,9	0	0	932,4	6408,3	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
5336-UFNZP	1	1	1	0	1	1	0	1	1	1	1	1	Female	65	Yes	3	Monterey Park	7	65	Offer B	19.58	Fiber Optic	26	One Year	Bank Withdrawal	107,45	7047,5	0	0	1272,7	8320,2	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
5337-IIWKZ	0	0	1	0	0	1	1	1	0	0	1	1	Male	35	Yes	3	Sultana	2	34	Offer C		DSL	76	Month-to-Month	Bank Withdrawal	44,85	1442,6	0	0	0	1442,6	Stayed			B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5338-YHWYT	1	0	1	1	1	0	1	0	0	0	0	0	Male	45	No	1	San Diego	0	37	None	49.99	Cable	27	Two Year	Credit Card	61,45	2302,35	48,79	110	1849,63	4213,19	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	321	Неактивные клиенты (Lost Customers)
5339-PXDVH	1	1	1	1	0	0	0	1	0	0	1	0	Male	43	No	0	Clipper Mills	0	4	Offer E	31.57	Fiber Optic	18	Month-to-Month	Bank Withdrawal	90,65	367,95	0	0	126,28	494,23	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5339-TJFEK	1	1	1	1	1	0	0	1	1	1	0	1	Male	22	Yes	1	Santa Rosa	8	62	Offer B	14.75	Fiber Optic	52	Month-to-Month	Bank Withdrawal	105,5	6487,2	0	150	914,5	7551,7	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
5343-SGUBI	1	1	1	0	1	0	0	0	0	0	1	1	Female	43	No	0	Concord	0	52	Offer B	42.9	Fiber Optic	14	One Year	Credit Card	80,2	4297,6	0	0	2230,8	6528,4	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5345-BMKWB	1	0	0	0	0	0	0	0	0	0	0	0	Male	29	Yes	0	San Francisco	9	8	None	4.98			Month-to-Month	Credit Card	20,25	158,35	0	0	39,84	198,19	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
5346-BZCHP	1	0	0	0	0	0	0	0	0	0	0	0	Female	19	Yes	2	Earp	0	69	Offer A	25.18			Two Year	Credit Card	19,4	1346,2	0	0	1737,42	3083,62	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	312	Неактивные клиенты (Lost Customers)
5348-CAGXB	1	1	1	0	0	1	0	1	0	0	1	1	Male	60	No	0	Irvine	0	12	Offer D	33.36	Fiber Optic	22	Month-to-Month	Bank Withdrawal	89,55	1021,75	0	0	400,32	1422,07	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
5349-AZPEW	0	0	1	0	0	0	0	0	0	0	1	0	Female	40	Yes	3	San Diego	3	5	Offer E		DSL	53	Month-to-Month	Credit Card	25,05	125,5	0	0	0	125,5	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
5349-IECLD	1	0	1	0	0	1	0	1	1	1	1	0	Male	61	No	0	San Jose	0	2	None	26.05	Fiber Optic	2	Month-to-Month	Bank Withdrawal	94,95	178,1	0	0	52,1	230,2	Churned	Competitor	Competitor had better devices	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5351-QESIO	0	0	1	0	0	0	0	0	0	0	1	0	Male	64	No	2	San Diego	0	1	Offer E		Cable	17	Month-to-Month	Mailed Check	24,2	24,2	0	0	0	24,2	Joined			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
5353-WILCI	1	0	1	1	1	0	0	0	0	0	0	0	Female	51	No	0	Stockton	0	28	Offer C	44.11	Cable	15	Month-to-Month	Bank Withdrawal	56,05	1522,65	0	110	1235,08	2867,73	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5356-CSVSQ	1	1	1	0	0	0	1	1	0	0	1	0	Female	20	No	0	La Verne	0	3	None	40.99	Cable	48	Month-to-Month	Bank Withdrawal	64,6	174,2	0	0	122,97	297,17	Joined			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5356-KZCKT	1	1	0	0	0	0	0	0	0	0	0	1	Male	42	No	0	Torrance	0	58	Offer B	2.38			Two Year	Credit Card	24,45	1513,6	0	0	138,04	1651,64	Stayed			B	Средний клиент	X	Стабильный клиент	312	Неактивные клиенты (Lost Customers)
5356-RHIPP	1	0	0	0	0	0	0	0	0	0	0	1	Male	38	No	0	Dinuba	0	1	Offer E	45.49			Month-to-Month	Credit Card	20,2	20,2	0	0	45,49	65,69	Churned	Competitor	Competitor made better offer	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5357-TZHPP	1	1	1	0	0	0	0	0	1	0	1	1	Male	67	No	0	Wheatland	0	9	None	30.8	Fiber Optic	18	Month-to-Month	Credit Card	84,4	732,5	0	0	277,2	1009,7	Churned	Attitude	Attitude of support person	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
5360-LJCNJ	1	1	1	0	1	1	0	1	1	1	0	1	Female	37	Yes	0	Tracy	4	71	None	10.46	Fiber Optic	3	Two Year	Bank Withdrawal	105,15	7555	0	60	742,66	8357,66	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
5360-XGYAZ	0	0	1	1	1	1	1	1	1	1	0	1	Male	32	Yes	1	Los Angeles	1	72	None		DSL	16	Two Year	Bank Withdrawal	65,65	4664,5	0	60	0	4724,5	Stayed			A	VIP-клиент	X	Стабильный клиент	111	Самые ценные клиенты (Champions)
5364-EVNIB	1	0	1	0	1	1	0	0	0	0	1	1	Male	61	No	0	Orange	0	13	None	30.88	Fiber Optic	3	Month-to-Month	Bank Withdrawal	79,8	973,45	0	0	401,44	1374,89	Churned	Dissatisfaction	Service dissatisfaction	B	Средний клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
5364-XYIRR	1	1	1	0	0	0	0	1	1	1	1	1	Male	44	Yes	0	Los Angeles	1	51	None	21.08	Fiber Optic	9	Month-to-Month	Bank Withdrawal	94,65	4812,75	0	0	1075,08	5887,83	Churned	Competitor	Competitor had better devices	A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
5365-LLFYV	1	0	1	0	0	0	0	0	0	0	1	1	Female	43	No	0	Penryn	0	2	Offer E	5.47	DSL	29	Month-to-Month	Credit Card	45,85	105,6	0	0	10,94	116,54	Joined			C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5366-IJEQJ	1	1	1	0	0	1	0	1	0	0	1	1	Male	20	No	0	San Diego	0	20	Offer D	5.54	Fiber Optic	59	Month-to-Month	Bank Withdrawal	88,7	1761,45	0	0	110,8	1872,25	Churned	Other	Don't know	B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5366-OBVMR	1	0	1	0	0	0	1	0	0	0	1	1	Female	42	Yes	0	Los Angeles	4	18	Offer D	35.96	DSL	17	Month-to-Month	Credit Card	50,3	908,75	0	0	647,28	1556,03	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5370-IIVVL	1	1	1	0	1	0	1	1	1	1	1	1	Male	26	No	0	Le Grand	0	37	Offer C	38.72	Fiber Optic	59	One Year	Credit Card	104,5	3778	0	0	1432,64	5210,64	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
5371-VYLSX	1	1	1	1	1	0	0	0	0	0	1	1	Female	65	No	0	Long Beach	0	50	None	47.99	Fiber Optic	22	Month-to-Month	Bank Withdrawal	83,4	4113,7	0	0	2399,5	6513,2	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
5372-FBKBN	1	0	0	0	0	0	0	0	0	0	0	0	Female	38	No	2	San Jose	0	21	Offer D	8.68			Month-to-Month	Credit Card	20,75	452,2	0	0	182,28	634,48	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	123	Неактивные клиенты (Lost Customers)
5373-SFODM	1	1	1	0	0	0	0	0	1	1	1	1	Male	65	Yes	0	San Lucas	1	36	None	24.54	Fiber Optic	5	Month-to-Month	Credit Card	85,25	3132,75	0	0	883,44	4016,19	Churned	Dissatisfaction	Product dissatisfaction	A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
5375-XLDOF	1	1	1	1	1	1	1	1	1	1	0	1	Male	24	Yes	3	Calipatria	7	69	Offer A	37.97	Fiber Optic	27	Two Year	Bank Withdrawal	114,35	7665,8	0	10	2619,93	10295,73	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5376-DEQCP	1	0	1	0	0	0	0	0	0	0	1	1	Female	48	No	0	San Diego	0	1	None	27.12	Fiber Optic	23	Month-to-Month	Bank Withdrawal	70,6	70,6	0	0	27,12	97,72	Churned	Competitor	Competitor made better offer	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5376-PCKNB	1	1	1	0	1	1	0	1	1	1	0	1	Male	35	Yes	1	Montclair	5	72	Offer A	17.49	Fiber Optic	12	One Year	Credit Card	104,45	7459	0	130	1259,28	8848,28	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
5377-NDTOU	1	1	1	1	1	1	1	1	1	1	1	0	Female	26	Yes	0	San Pedro	3	71	Offer A	9.5	Cable	76	Two Year	Credit Card	91,05	6293,75	0	0	674,5	6968,25	Stayed			A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
5378-IKEEG	0	0	1	0	0	0	0	1	0	0	1	1	Female	47	No	0	Eagleville	0	1	Offer E		Cable	2	Month-to-Month	Bank Withdrawal	35,75	35,75	0	0	0	35,75	Churned	Price	Price too high	C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
5380-AFSSK	1	1	1	0	0	0	0	1	1	1	1	1	Female	44	No	0	Bella Vista	0	5	None	46.45	Fiber Optic	10	Month-to-Month	Mailed Check	93,9	486,85	0	0	232,25	719,1	Churned	Other	Don't know	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5380-WJKOV	1	1	1	0	1	1	0	1	1	1	1	1	Male	51	No	1	Los Angeles	0	34	Offer C	21.69	Fiber Optic	28	Month-to-Month	Bank Withdrawal	106,35	3549,25	0	0	737,46	4286,71	Churned	Competitor	Competitor offered higher download speeds	A	VIP-клиент	Y	Нестабильный клиент	121	Потенциально ценные клиенты (Loyal Customers)
5380-XPJNZ	1	0	0	0	0	0	0	0	0	0	0	0	Female	22	No	0	San Francisco	0	38	None	40.64			One Year	Credit Card	20,05	678,2	0	0	1544,32	2222,52	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5382-SOYZL	1	1	1	0	0	0	0	1	1	1	1	1	Male	39	No	0	Concord	0	22	None	11.15	Fiber Optic	17	Month-to-Month	Bank Withdrawal	95,1	2162,6	0	0	245,3	2407,9	Stayed			B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5382-TEMLV	1	0	1	1	0	0	0	0	0	0	1	1	Male	45	No	0	Lindsay	0	45	None	19.39	DSL	16	Month-to-Month	Bank Withdrawal	50,9	2298,55	0	0	872,55	3171,1	Stayed			A	VIP-клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5383-MMTWC	1	1	1	0	0	0	0	0	1	0	1	1	Female	75	Yes	0	Oakley	1	8	None	46.05	Fiber Optic	22	Month-to-Month	Bank Withdrawal	84	613,4	0	0	368,4	981,8	Churned	Dissatisfaction	Limited range of services	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5384-ZTTWP	1	0	0	0	0	0	0	0	0	0	0	0	Female	49	Yes	1	Yuba City	4	15	Offer D	17.43			Month-to-Month	Mailed Check	19,8	272,95	18,55	0	261,45	515,85	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	123	Неактивные клиенты (Lost Customers)
5385-SUIRI	1	1	1	1	0	1	0	1	1	1	1	1	Male	69	Yes	0	Delhi	0	52	None	37.6	Fiber Optic	23	Month-to-Month	Bank Withdrawal	104,2	5568,35	0	0	1955,2	7523,55	Churned	Competitor	Competitor offered higher download speeds	A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
5386-THSLQ	0	0	1	0	1	1	0	1	0	0	1	0	Female	65	Yes	0	Santa Monica	0	66	Offer A		Cable	9	One Year	Bank Withdrawal	45,55	3027,25	0	0	0	3027,25	Stayed			A	VIP-клиент	X	Стабильный клиент	312	Неактивные клиенты (Lost Customers)
5387-ASZNZ	1	1	1	1	1	0	1	0	0	0	1	1	Female	72	No	0	Cressey	0	66	Offer A	36.48	DSL	5	One Year	Credit Card	-8	4174,35	0	0	2407,68	6582,03	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5389-FFVKB	1	0	1	0	0	0	0	0	1	1	1	1	Male	71	Yes	0	Thousand Oaks	1	32	None	2.08	Fiber Optic	25	Month-to-Month	Credit Card	80,3	2483,05	0	0	66,56	2549,61	Churned	Dissatisfaction	Service dissatisfaction	B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5392-AKEMH	1	0	1	0	0	0	0	0	0	0	1	1	Female	50	No	0	Vista	0	12	None	31.22	DSL	12	Month-to-Month	Bank Withdrawal	45,05	523,1	0	0	374,64	897,74	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5393-HJZSM	1	0	1	1	1	1	1	0	1	1	1	0	Female	54	Yes	1	San Francisco	1	32	Offer C	32.43	Cable	19	Month-to-Month	Bank Withdrawal	76,3	2404,15	0	0	1037,76	3441,91	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5393-RXQSZ	1	0	1	0	0	0	0	0	1	1	1	0	Male	40	No	0	Taft	0	1	None	19.32	Fiber Optic	22	Month-to-Month	Bank Withdrawal	79,6	79,6	0	0	19,32	98,92	Churned	Attitude	Attitude of support person	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5394-MEITZ	1	0	1	0	1	1	1	1	1	1	1	1	Female	26	Yes	0	Corona Del Mar	5	60	None	14	Cable	42	Two Year	Bank Withdrawal	80,6	4946,7	0	0	840	5786,7	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
5394-SVGJV	1	1	1	0	0	0	1	1	1	1	1	0	Male	27	No	0	Sacramento	0	37	None	30.72	Fiber Optic	42	Month-to-Month	Bank Withdrawal	98,8	3475,55	0	0	1136,64	4612,19	Churned	Competitor	Competitor made better offer	A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
5396-IZEPB	1	0	0	0	0	0	0	0	0	0	0	0	Male	37	No	0	Summerland	0	9	Offer E	24.89			Month-to-Month	Credit Card	19,7	180,7	0	0	224,01	404,71	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5397-NSKQG	0	0	1	1	0	0	0	1	1	1	1	0	Male	39	Yes	2	Los Altos	2	67	Offer A		DSL	17	Two Year	Credit Card	50,9	3281,65	0	0	0	3281,65	Stayed			A	VIP-клиент	X	Стабильный клиент	312	Неактивные клиенты (Lost Customers)
5397-TUPSH	1	0	1	0	0	0	0	0	0	0	1	1	Male	76	Yes	0	Carson	6	65	None	28.68	Fiber Optic	20	One Year	Bank Withdrawal	70,95	4555,2	7,43	0	1864,2	6411,97	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5399-ZIMKF	1	0	1	0	1	0	0	0	0	0	1	1	Male	58	No	0	San Simeon	0	5	None	32.81	Fiber Optic	16	Month-to-Month	Bank Withdrawal	74,65	383,65	0	0	164,05	547,7	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5402-HTOTQ	1	1	1	0	1	0	0	0	0	0	1	0	Male	43	No	0	Macdoel	0	16	None	5.79	DSL	4	Month-to-Month	Bank Withdrawal	55,3	875,35	0	0	92,64	967,99	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	123	Неактивные клиенты (Lost Customers)
5404-GGUKR	1	0	1	0	1	0	0	0	0	0	1	1	Male	39	No	0	Santa Ynez	0	5	Offer E	17.16	DSL	7	Month-to-Month	Bank Withdrawal	51,35	262,3	0	0	85,8	348,1	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5405-ZMYXQ	1	1	1	0	0	0	0	0	0	0	1	1	Female	21	No	0	Los Angeles	0	8	Offer E	1.28	Fiber Optic	42	Month-to-Month	Credit Card	74,6	548,9	0	0	10,24	559,14	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
5406-KGRMX	1	1	0	0	0	0	0	0	0	0	0	0	Female	30	No	0	Helm	0	71	None	2.66			Two Year	Bank Withdrawal	24,55	1719,15	0	0	188,86	1908,01	Stayed			B	Средний клиент	X	Стабильный клиент	312	Неактивные клиенты (Lost Customers)
5414-OFQCB	1	1	1	0	0	0	1	1	0	0	0	1	Male	34	No	0	Hanford	0	57	None	30.77	Fiber Optic	10	Two Year	Credit Card	90,45	5229,8	0	70	1753,89	7053,69	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5419-CONWX	1	0	1	0	1	1	0	1	1	1	1	1	Female	65	No	0	Pleasant Grove	0	4	None	12.68	Fiber Optic	10	Month-to-Month	Credit Card	99,8	442,85	0	0	50,72	493,57	Churned	Competitor	Competitor had better devices	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5419-JKZNQ	1	1	1	0	0	0	0	0	0	0	1	0	Male	65	Yes	0	La Mesa	1	30	None	2.86	Fiber Optic	19	Month-to-Month	Mailed Check	77,9	2351,45	0	0	85,8	2437,25	Stayed			B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5419-JPRRN	1	1	1	0	0	1	0	1	1	1	1	1	Male	32	No	0	Rough And Ready	0	1	None	10.38	Fiber Optic	7	Month-to-Month	Bank Withdrawal	101,45	101,45	0	0	10,38	111,83	Churned	Price	Extra data charges	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5419-KLXBN	1	0	1	0	1	1	0	1	0	0	1	1	Female	36	Yes	0	San Diego	1	25	None	24.64	Fiber Optic	5	Month-to-Month	Bank Withdrawal	89,15	2257,75	0	0	616	2873,75	Churned	Competitor	Competitor made better offer	B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5423-BHIXO	1	1	1	0	1	0	0	0	0	0	1	1	Female	42	No	0	Pasadena	0	32	None	32.02	DSL	3	Month-to-Month	Bank Withdrawal	54,2	1739,6	0	0	1024,64	2764,24	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5424-RLQLC	1	0	1	0	1	0	0	1	0	0	0	1	Male	36	No	0	Bonsall	0	10	Offer D	1.48	DSL	25	Month-to-Month	Credit Card	59,65	638,95	0	90	14,8	743,75	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
5429-LWCMV	1	1	1	0	1	0	0	0	1	1	0	1	Female	52	No	0	Gardena	0	12	Offer D	34.73	Fiber Optic	6	Month-to-Month	Bank Withdrawal	89,15	1057,55	0	70	416,76	1544,31	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
5433-KYGHE	1	1	1	1	0	0	1	0	0	0	1	1	Female	53	No	1	Avila Beach	0	14	Offer D	47.72	Fiber Optic	22	Month-to-Month	Mailed Check	86	1164,05	0	0	668,08	1832,13	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
5438-QMDDL	1	0	1	0	1	0	0	0	1	1	1	1	Female	20	Yes	0	Campo Seco	3	19	None	8.3	DSL	48	Month-to-Month	Credit Card	59,8	1130,85	0	0	157,7	1288,55	Stayed			B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5439-WIKXB	1	0	1	0	1	0	0	1	1	1	0	1	Male	65	Yes	0	Newhall	8	41	Offer B	46.46	Fiber Optic	2	Month-to-Month	Bank Withdrawal	94,55	3851,45	0	40	1904,86	5796,31	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
5440-FLBQG	1	1	1	0	1	1	1	1	1	0	1	1	Male	69	Yes	0	Santa Barbara	1	69	Offer A	48.88	Fiber Optic	4	Two Year	Bank Withdrawal	108,4	7318,2	0	0	3372,72	10690,92	Churned	Attitude	Attitude of service provider	A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5440-VHLUL	1	1	1	0	1	0	1	1	1	1	1	1	Male	48	No	0	Berkeley	0	69	Offer A	44.57	Fiber Optic	28	One Year	Bank Withdrawal	105,2	7386,05	0	0	3075,33	10461,38	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
5442-BHQNG	1	0	1	0	0	0	0	0	0	0	1	0	Female	32	No	0	Brooks	0	2	None	44.77	Fiber Optic	9	Month-to-Month	Bank Withdrawal	70,35	139,25	0	0	89,54	228,79	Joined			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
5442-BXVND	1	1	0	0	0	0	0	0	0	0	0	0	Female	49	Yes	2	San Diego	2	33	None	9.97			Month-to-Month	Bank Withdrawal	24,25	838,5	0	0	329,01	1167,51	Stayed			B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
5442-PPTJY	1	0	0	0	0	0	0	0	0	0	0	0	Male	44	Yes	3	Arcadia	7	12	Offer D	4.71			Two Year	Credit Card	19,7	258,35	0	0	56,52	314,87	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	333	Неактивные клиенты (Lost Customers)
